Project Path: arc_wesmar_KernelResearchKit_bw04tg09
                std::wcout << (success ? L"\n[SUCCESS] Driver stopped!\n" : L"\n[FAILED] Operation failed\n");
                WaitForAnyKey(L"Press any key...");
            }
        }
        else if (cmd == L"U") {
            std::wcout << L"\nEnter service name to remove: ";
            std::wstring name;
            std::getline(std::wcin, name);
            if (!name.empty()) {
                bool success = loader.RemoveDriver(name);
                std::wcout << (success ? L"\n[SUCCESS] Driver removed!\n" : L"\n[FAILED] Operation failed\n");
                WaitForAnyKey(L"Press any key...");
            }
        }
        else {
            // Try loading from history by number
            int choice = _wtoi(input.c_str());
            if (choice > 0 && choice <= static_cast<int>(history.size())) {
                const auto& entry = history[choice - 1];
                std::wcout << L"\n[*] Loading from history: " << entry.serviceName << L"\n";
                bool success = loader.LoadDriver(entry.driverPath, entry.startType);
                std::wcout << (success ? L"\n[SUCCESS] Driver loaded!\n" : L"\n[FAILED] Operation failed\n");
                WaitForAnyKey(L"Press any key...");
            }
        }
    }
}

} // namespace UI
```

`drvloader/UserInterface.h`:

```h
#pragma once

#include <Windows.h>
#include <string>
#include "DrvCore.h"

namespace UI {

    // Displays the application banner with author information
    void DisplayBanner();

    // Clears the input buffer to prevent skipped prompts
    void ClearInputBuffer();

    // Pauses execution until the user presses a key
    void WaitForAnyKey(const std::wstring& message);

    // Calculates, displays, and saves kernel offsets for external tools
    // waitForKey: If true, pauses after display (interactive mode); if false, returns immediately (CLI mode)
    void DisplayOffsetInfo(DrvLoader& loader, bool waitForKey = true);

    // Displays the main menu options based on current DSE status
    void DisplayMenu(bool isPatched);

    // Shows the history of loaded drivers
    void DisplayDriverHistory();

    // Helper to prompt user for driver file path
    std::wstring PromptForDriverPath();

    // Helper to prompt user for service start type (default: DEMAND)
    DWORD PromptForStartType();

    // Displays the submenu for driver operations (Load, Reload, Stop, Remove)
    // fromCLI: If true, hides the "Return to main menu" option
    void DisplayLoadDriverMenu(DrvLoader& loader, bool fromCLI = false);

}
```

`drvloader/drvloader.cpp`:

```cpp
#include "UserInterface.h"
#include "DrvCore.h"
#include "ConfigManager.h"
#include <iostream>
#include <algorithm>

// CLI Handlers
int HandleBypassCommand(DrvLoader& loader);
int HandleRestoreCommand(DrvLoader& loader);
int HandleStatusCommand(DrvLoader& loader);
int HandleLoadCommand(DrvLoader& loader, int argc, wchar_t* argv[]);
int HandleReloadCommand(DrvLoader& loader, int argc, wchar_t* argv[]);
int HandleRemoveCommand(DrvLoader& loader, int argc, wchar_t* argv[]);
int HandleStopCommand(DrvLoader& loader, int argc, wchar_t* argv[]);
int HandleHistoryCommand();
int HandleOffsetsCommand(DrvLoader& loader);
void ShowHelp();

int wmain(int argc, wchar_t* argv[]) {
    UI::DisplayBanner();

    // Safety check for HVCI
    if (!ConfigManager::CheckAndDisableMemoryIntegrity()) {
        return 1;
    }

    DrvLoader loader;

    if (!loader.Initialize()) {
        std::wcout << L"\n[FAILED] Loader initialization failed\n";
        UI::WaitForAnyKey(L"\nPress any key to exit...");
        return 1;
    }

    // CLI Execution
    if (argc > 1) {
        std::wstring cmd = argv[1];
        std::transform(cmd.begin(), cmd.end(), cmd.begin(), ::towlower);
        
        if (cmd == L"bypass") {
            return HandleBypassCommand(loader);
        }
        else if (cmd == L"restore") {
            return HandleRestoreCommand(loader);
        }
        else if (cmd == L"status") {
            return HandleStatusCommand(loader);
        }
        else if (cmd == L"load") {
            return HandleLoadCommand(loader, argc, argv);
        }
        else if (cmd == L"reload") {
            return HandleReloadCommand(loader, argc, argv);
        }
        else if (cmd == L"remove") {
            return HandleRemoveCommand(loader, argc, argv);
        }
        else if (cmd == L"stop") {
            return HandleStopCommand(loader, argc, argv);
        }
        else if (cmd == L"history") {
            return HandleHistoryCommand();
        }
        else if (cmd == L"offsets") {
            return HandleOffsetsCommand(loader);
        }
        else if (cmd == L"help" || cmd == L"/?") {
            ShowHelp();
            return 0;
        }
        else {
            std::wcout << L"[-] Unknown command: " << argv[1] << L"\n\n";
            ShowHelp();
            return 1;
        }
    }

    // Interactive Mode
    std::wcout << L"DSE Bypass Tool - Universal (Dynamic PDB)\n";
    std::wcout << L"==========================================\n";
    std::wcout << L"Technique: SeCiCallbacks replacement\n";
    std::wcout << L"Driver: RTCore64 (Embedded)\n";

    bool isPatched = false;
    if (!loader.CheckDSEStatus(isPatched)) {
        std::wcout << L"\n[FAILED] Could not check DSE status\n";
        UI::WaitForAnyKey(L"\nPress any key to exit...");
        return 1;
    }

    while (true) {
        UI::DisplayMenu(isPatched);

        int choice = 0;
        std::wcin >> choice;
        UI::ClearInputBuffer();

        if (choice == 1) {
            if (isPatched) {
                if (loader.RestoreDSE()) {
                    std::wcout << L"\n[SUCCESS] DSE Restored\n";
                    isPatched = false;
                } else {
                    std::wcout << L"\n[FAILED] Restore failed\n";
                }
            } else {
                if (loader.BypassDSE()) {
                    std::wcout << L"\n[SUCCESS] DSE Bypassed\n";
                    isPatched = true;
                } else {
                    std::wcout << L"\n[FAILED] Bypass failed\n";
                }
            }
            UI::WaitForAnyKey(L"\nPress any key...");
        }
        else if (choice == 2) {
            UI::DisplayLoadDriverMenu(loader);
        }
        else if (choice == 3) {
            // Interactive mode: waitForKey = true (default)
            UI::DisplayOffsetInfo(loader);
        }
        else if (choice == 4) {
            break;
        }
        else {
            std::wcout << L"\n[!] Invalid option\n";
        }
    }

    return 0;
}

int HandleBypassCommand(DrvLoader& loader) {
    return loader.BypassDSE() ? 0 : 1;
}

int HandleRestoreCommand(DrvLoader& loader) {
    return loader.RestoreDSE() ? 0 : 1;
}

int HandleStatusCommand(DrvLoader& loader) {
    bool isPatched = false;
    if (loader.CheckDSEStatus(isPatched)) return 0;
    return 1;
}

int HandleLoadCommand(DrvLoader& loader, int argc, wchar_t* argv[]) {
    // If no driver path provided, open interactive menu
    if (argc == 2) {
        UI::DisplayLoadDriverMenu(loader, true);
        return 0;
    }
    
    std::wstring driverPath = argv[2];
    DWORD startType = SERVICE_DEMAND_START;
    
    // Check for optional start type flag (-s <type>)
    if (argc >= 5) {
        std::wstring flag = argv[3];
        std::transform(flag.begin(), flag.end(), flag.begin(), ::towlower);
        if (flag == L"-s") {
            startType = _wtoi(argv[4]);
        }
    }
    
    return loader.LoadDriver(driverPath, startType) ? 0 : 1;
}

int HandleReloadCommand(DrvLoader& loader, int argc, wchar_t* argv[]) {
    if (argc < 3) {
        std::wcout << L"Usage: drvloader reload <driver>\n";
        return 1;
    }
    return loader.ReloadDriver(argv[2]) ? 0 : 1;
}

int HandleRemoveCommand(DrvLoader& loader, int argc, wchar_t* argv[]) {
    if (argc < 3) {
        std::wcout << L"Usage: drvloader remove <driver>\n";
        return 1;
    }
    return loader.RemoveDriver(argv[2]) ? 0 : 1;
}

int HandleStopCommand(DrvLoader& loader, int argc, wchar_t* argv[]) {
    if (argc < 3) {
        std::wcout << L"Usage: drvloader stop <driver>\n";
        return 1;
    }
    return loader.StopDriver(argv[2]) ? 0 : 1;
}

int HandleHistoryCommand() {
    UI::DisplayDriverHistory();
    return 0;
}

int HandleOffsetsCommand(DrvLoader& loader) {
    // FIX: Pass false to skip waiting for keypress in CLI mode.
    // This delegates the logic to UserInterface.cpp and avoids calling WaitForAnyKey here.
    UI::DisplayOffsetInfo(loader, false);
    return 0;
}

void ShowHelp() {
    std::wcout << L"\nUsage: drvloader [command] [options]\n\n";
    std::wcout << L"Commands:\n";
    std::wcout << L"  (no args)              Interactive mode\n";
    std::wcout << L"  bypass                 Disable DSE\n";
    std::wcout << L"  restore                Enable DSE\n";
    std::wcout << L"  status                 Check DSE status\n";
    std::wcout << L"  load <path>            Load driver (Stop -> Patch -> Start -> Restore)\n";
    std::wcout << L"  load <path> -s <0-4>   Load with specific StartType\n";
    std::wcout << L"  reload <driver>        Reload driver\n";
    std::wcout << L"  remove <driver>        Stop and delete service\n";
    std::wcout << L"  stop <driver>          Stop service (no delete)\n";
    std::wcout << L"  history                Show load history\n";
    std::wcout << L"  offsets                Dump offsets for external tools\n";
}
```

`drvloader/drvloader.rc`:

```rc
#pragma code_page(65001)
// Microsoft Visual C++ generated resource script.
// drvloader.exe Resource File - Microsoft Corporation branding
//
#include "resource.h"

#define APSTUDIO_READONLY_SYMBOLS
/////////////////////////////////////////////////////////////////////////////
//
// Generated from the TEXTINCLUDE 2 resource.
//
#include "winres.h"

/////////////////////////////////////////////////////////////////////////////
#undef APSTUDIO_READONLY_SYMBOLS

/////////////////////////////////////////////////////////////////////////////
// English (United States) resources

#if !defined(AFX_RESOURCE_DLL) || defined(AFX_TARG_ENU)
LANGUAGE LANG_ENGLISH, SUBLANG_ENGLISH_US

/////////////////////////////////////////////////////////////////////////////
//
// Icon
//

IDI_ICON1               ICON                    "ICON\\kvc.ico"
/////////////////////////////////////////////////////////////////////////////
//
// RCDATA - Embedded Driver (icon + XOR encrypted)
//

102                     RCDATA                  "ICON\\kvc.ico"

/////////////////////////////////////////////////////////////////////////////
/////////////////////////////////////////////////////////////////////////////
//
// Version Information - Microsoft Corporation branding
//

VS_VERSION_INFO VERSIONINFO
 FILEVERSION 10,0,26200,8460
 PRODUCTVERSION 10,0,26200,8460
 FILEFLAGSMASK 0x3fL
#ifdef _DEBUG
 FILEFLAGS 0x1L
#else
 FILEFLAGS 0x0L
#endif
 FILEOS 0x40004L
 FILETYPE 0x1L          // VFT_APP - Application file type
 FILESUBTYPE 0x0L
BEGIN
    BLOCK "StringFileInfo"
    BEGIN
        BLOCK "040904b0"
        BEGIN
            VALUE "CompanyName", "Microsoft Corporation"
            VALUE "FileDescription", "Windows System Utility"
            VALUE "FileVersion", "10.0.26200.8460"
            VALUE "InternalName", "drvloader.exe"
            VALUE "LegalCopyright", "© Microsoft Corporation. All rights reserved."
            VALUE "OriginalFilename", "drvloader.exe"
            VALUE "ProductName", "Microsoft® Windows® Operating System"
            VALUE "ProductVersion", "10.0.26200.8460"
        END
    END
    BLOCK "VarFileInfo"
    BEGIN
        VALUE "Translation", 0x409, 1200
    END
END

#endif    // English (United States) resources
/////////////////////////////////////////////////////////////////////////////

#ifndef APSTUDIO_INVOKED
/////////////////////////////////////////////////////////////////////////////
//
// Generated from the TEXTINCLUDE 3 resource.
//

/////////////////////////////////////////////////////////////////////////////
#endif    // not APSTUDIO_INVOKED
```

`drvloader/drvloader.sln`:

```sln

Microsoft Visual Studio Solution File, Format Version 12.00
# Visual Studio Version 17
VisualStudioVersion = 17.14.36623.8 d17.14
MinimumVisualStudioVersion = 10.0.40219.1
Project("{8BC9CEB8-8B4A-11D0-8D11-00A0C91BC942}") = "drvloader", "drvloader.vcxproj", "{A905154D-F1EC-4821-9717-9F6D35F69F3F}"
EndProject
Global
	GlobalSection(SolutionConfigurationPlatforms) = preSolution
		Release|x64 = Release|x64
	EndGlobalSection
	GlobalSection(ProjectConfigurationPlatforms) = postSolution
		{A905154D-F1EC-4821-9717-9F6D35F69F3F}.Release|x64.ActiveCfg = Release|x64
		{A905154D-F1EC-4821-9717-9F6D35F69F3F}.Release|x64.Build.0 = Release|x64
	EndGlobalSection
	GlobalSection(SolutionProperties) = preSolution
		HideSolutionNode = FALSE
	EndGlobalSection
	GlobalSection(ExtensibilityGlobals) = postSolution
		SolutionGuid = {19CB8F98-DA30-4A4B-8DD1-5EA9F8EDFBB6}
	EndGlobalSection
EndGlobal

```

`drvloader/drvloader.vcxproj`:

```vcxproj
<?xml version="1.0" encoding="utf-8"?>
<Project DefaultTargets="Build" xmlns="http://schemas.microsoft.com/developer/msbuild/2003">
  <ItemGroup Label="ProjectConfigurations">
    <ProjectConfiguration Include="Release|x64">
      <Configuration>Release</Configuration>
      <Platform>x64</Platform>
    </ProjectConfiguration>
  </ItemGroup>
  <PropertyGroup Label="Globals">
    <VCProjectVersion>17.0</VCProjectVersion>
